code,meigara,kana,kuramoto,ken,shi,address
1379,愛宕の松,あたごのまつ,新澤醸造店,宮城県,大崎市,宮城県大崎市三本木字北町63
48,森泉,もりいずみ,森民酒造店,宮城県,大崎市,宮城県大崎市岩出山上川原町15
3011,山川光男,やまかわみつお,山川光男,山形県,,
214,羽陽男山,うようおとこやま,男山酒造,山形県,山形市,山形県山形市八日町2-4-13
2764,山男山,やまおとこやま,男山酒造,山形県,山形市,山形県山形市八日町2-4-13
3660,珠韻,しゅいん,秀鳳酒造場,山形県,山形市,山形県山形市山家町1-6-6
1250,庄五郎,しょうごろう,秀鳳酒造場,山形県,山形市,山形県山形市山家町1-6-6
3050,幻酒 翁山,おきなさん,秀鳳酒造場,山形県,山形市,山形県山形市山家町1-6-6
217,秀鳳,しゅうほう,秀鳳酒造場,山形県,山形市,山形県山形市山家町1-6-6
3527,十八夜,じゅうはちや,秀鳳酒造場,山形県,山形市,山形県山形市山家町1-6-6
3526,譲川,ゆずりかわ,秀鳳酒造場,山形県,山形市,山形県山形市山家町1-6-6
68,銀嶺月山,ぎんれいがっさん,月山酒造,山形県,寒河江市,山形県寒河江市谷沢769-1
2519,一声,ひとこえ,設楽酒造店,山形県,西村山郡,山形県西村山郡西川町睦合丙674-2
2520,豊龍,ほうりゅう,鈴木酒造,山形県,西村山郡,山形県西村山郡朝日町宮宿1170
2515,霞城寿,かじょうことぶき,寿虎屋酒造,山形県,山形市,山形県山形市中里北田93-1
2516,三百年の掟やぶり,さんびゃくねんのおきてやぶり,寿虎屋酒造,山形県,山形市,山形県山形市中里北田93-1
2517,虎屋,とらや,寿虎屋酒造,山形県,山形市,山形県山形市中里北田93-1
66,澤正宗,さわまさむね,古澤酒造,山形県,寒河江市,山形県寒河江市丸内3-5-7
3413,天風,てんぷう,古澤酒造,山形県,寒河江市,山形県寒河江市丸内3-5-7
3414,紅葉盛,こうようもり,古澤酒造,山形県,寒河江市,山形県寒河江市丸内3-5-7
1940,寒河江之荘,さがえのしょう,千代寿虎屋,山形県,寒河江市,山形県寒河江市南町2-1-16
1939,月夜の眠り,つきよのねむり,千代寿虎屋,山形県,寒河江市,山形県寒河江市南町2-1-16
67,千代寿,ちよことぶき,千代寿虎屋,山形県,寒河江市,山形県寒河江市南町2-1-16
3049,大江錦,おおえにしき,千代寿虎屋,山形県,寒河江市,山形県寒河江市南町2-1-16
3770, 濱田,はまだ,浜田,山形県,米沢市,山形県米沢市窪田町藤泉943-1
75,沖正宗,おきまさむね,浜田,山形県,米沢市,山形県米沢市窪田町藤泉943-1
3769,興譲,こうじょう,浜田,山形県,米沢市,山形県米沢市窪田町藤泉943-1
2772,天下御免の大ふへんもの,,浜田,山形県,米沢市,山形県米沢市窪田町藤泉943-1
242,美味酒,うまざけ,小嶋総本店,山形県,米沢市,山形県米沢市本町2-2-3
240,東光,とうこう,小嶋総本店,山形県,米沢市,山形県米沢市本町2-2-3
3734,洌,れつ,小嶋総本店,山形県,米沢市,山形県米沢市本町2-2-3
241,東光正宗,とうこうまさむね,小嶋総本店,山形県,米沢市,山形県米沢市本町2-2-3
3735,日本響,にほんひびき,小嶋総本店,山形県,米沢市,山形県米沢市本町2-2-3
243,なせば成る,なせばなる,小嶋総本店,山形県,米沢市,山形県米沢市本町2-2-3
244,香梅,こうばい,香坂酒造,山形県,米沢市,山形県米沢市中央7-3-10
2118,羽陽富久鶴,うようふくつる,新藤酒造店,山形県,米沢市,山形県米沢市竹井1331
1184,裏・雅山流,うら・がさんりゅう,新藤酒造店,山形県,米沢市,山形県米沢市竹井1331
1182,九郎左衛門,くろうざえもん,新藤酒造店,山形県,米沢市,山形県米沢市竹井1331
245,雅山流,がさんりゅう,新藤酒造店,山形県,米沢市,山形県米沢市竹井1331
2119,雪国慕情,ゆきぐにぼじょう,新藤酒造店,山形県,米沢市,山形県米沢市竹井1331
2120,千山万水,せんざんばんすい,新藤酒造店,山形県,米沢市,山形県米沢市竹井1331
1183,泉氷艦,いずみひょうかん,新藤酒造店,山形県,米沢市,山形県米沢市竹井1331
1756,錦爛,きんらん,後藤康太郎酒造店,山形県,東置賜郡,山形県東置賜郡高畠町元和田732
1757,桜羽前,さくらうぜん,後藤康太郎酒造店,山形県,東置賜郡,山形県東置賜郡高畠町元和田732
3183,かっぱ,かっぱ,米鶴酒造,山形県,東置賜郡,山形県東置賜郡高畠町二井宿1076
251,米鶴,よねつる,米鶴酒造,山形県,東置賜郡,山形県東置賜郡高畠町二井宿1076
1175,うきたむ,うきたむ,米鶴酒造,山形県,東置賜郡,山形県東置賜郡高畠町二井宿1076
77,東の麓,あずまのふもと,東の麓酒造,山形県,南陽市,山形県南陽市宮内2557
76,羽陽一献,うよういっこん,中沖酒造店,山形県,東置賜郡,山形県東置賜郡川西町西大塚1792-3
2514,日の出加茂川,ひのでかもがわ,加茂川酒造,山形県,西置賜郡,山形県西置賜郡白鷹町鮎貝3258
3108,古時計,ふるどけい,加茂川酒造,山形県,西置賜郡,山形県西置賜郡白鷹町鮎貝3258
3107,久保桜,くぼざくら,加茂川酒造,山形県,西置賜郡,山形県西置賜郡白鷹町鮎貝3258
3109,瑞露鷹山,ずいろようざん,加茂川酒造,山形県,西置賜郡,山形県西置賜郡白鷹町鮎貝3258
74,忍ぶ川,しのぶかわ,鈴木酒造店 長井蔵,山形県,長井市,山形県長井蔵〒993-0015 山形県
1181,一生幸福,いっしょうこうふく,鈴木酒造店 長井蔵,山形県,長井市,山形県長井蔵〒993-0015 山形県
3707,天のつぶ,てんのつぶ,鈴木酒造店 長井蔵,山形県,長井市,山形県長井蔵〒993-0015 山形県
2521,朝瀧,あさたき,寺嶋酒造本舗,山形県,長井市,山形県長井市寺泉3496
2523,惣右衛門,そうえもん,長沼,山形県,長井市,山形県長井市十日町1-1-39
239,誉小桜,ほまれこざくら,長沼,山形県,長井市,山形県長井市十日町1-1-39
2524,小桜,こざくら,長沼,山形県,長井市,山形県長井市十日町1-1-39
2522,惣邑,そうむら,長沼,山形県,長井市,山形県長井市十日町1-1-39
219,出羽桜,でわざくら,出羽桜酒造,山形県,天童市,山形県天童市一日町1-4-6
3525,郷魂,ごうこん,出羽桜酒造,山形県,天童市,山形県天童市一日町1-4-6
1691,山形正宗,やまがたまさむね,水戸部酒造,山形県,天童市,山形県天童市原町乙7
1740,四方山ばなし,よもやまばなし,水戸部酒造,山形県,天童市,山形県天童市原町乙7
218,酔芙蓉,すいふよう,水戸部酒造,山形県,天童市,山形県天童市原町乙7
1151,朝日鷹,あさひたか,高木酒造,山形県,村山市,山形県村山市富並1826
223,十四代,じゅうよんだい,高木酒造,山形県,村山市,山形県村山市富並1826
1152,黒縄,くろなわ,高木酒造,山形県,村山市,山形県村山市富並1826
1310,最上川,もがみがわ,最上川酒造,山形県,新庄市,山形県新庄市
2799,此君,このきみ,小屋酒造,山形県,最上郡,山形県最上郡大蔵村清水2591
3037,最上川,もがみがわ,小屋酒造,山形県,最上郡,山形県最上郡大蔵村清水2591
221,花羽陽,はなうよう,小屋酒造,山形県,最上郡,山形県最上郡大蔵村清水2591
3844,絹,きぬ,小屋酒造,山形県,最上郡,山形県最上郡大蔵村清水2591
2884,藤島,ふじしま,亀の井酒造,山形県,鶴岡市,山形県鶴岡市羽黒町戸野福ノ内1
1133,くどき上手,くどきじょうず,亀の井酒造,山形県,鶴岡市,山形県鶴岡市羽黒町戸野福ノ内1
3321,竹の露,たけのつゆ,竹の露酒造場,山形県,鶴岡市,山形県鶴岡市羽黒町猪俣新田田屋前133
3294,摩耶姫,まやひめ,竹の露酒造場,山形県,鶴岡市,山形県鶴岡市羽黒町猪俣新田田屋前133
3946,遊,あそび,竹の露酒造場,山形県,鶴岡市,山形県鶴岡市羽黒町猪俣新田田屋前133
235,白露垂珠,はくろすいしゅ,竹の露酒造場,山形県,鶴岡市,山形県鶴岡市羽黒町猪俣新田田屋前133
3945,羽黒山,はぐろさん,竹の露酒造場,山形県,鶴岡市,山形県鶴岡市羽黒町猪俣新田田屋前133
1937,奥羽自慢,おううじまん,奥羽自慢,山形県,鶴岡市,山形県鶴岡市上山添字神明前123
3826,吾有事,わがうじ,奥羽自慢,山形県,鶴岡市,山形県鶴岡市上山添字神明前123
72,栄光冨士,,冨士酒造,山形県,鶴岡市,山形県鶴岡市大山3-32-48
2818,有加藤,ありかとう,冨士酒造,山形県,鶴岡市,山形県鶴岡市大山3-32-48
3275,虎穴,こけつ,冨士酒造,山形県,鶴岡市,山形県鶴岡市大山3-32-48
236,大山,おおやま,加藤嘉八郎酒造,山形県,鶴岡市,山形県鶴岡市大山3-1-38
3709,ORBIA LUNA,,渡會本店,山形県,鶴岡市,山形県鶴岡市大山2-2-8
3312,乙女の舞,おとめのまい,渡會本店,山形県,鶴岡市,山形県鶴岡市大山2-2-8
73,出羽ノ雪,でわのゆき,渡會本店,山形県,鶴岡市,山形県鶴岡市大山2-2-8
2883,和田来,わたらい,渡會本店,山形県,鶴岡市,山形県鶴岡市大山2-2-8
237,羽前白梅,うぜんしらうめ,羽根田酒造,山形県,鶴岡市,山形県鶴岡市大山2-1-15
224,上喜元,じょうきげん,酒田酒造,山形県,酒田市,山形県酒田市日吉町2-3-25
225,菊勇,きくいさみ,菊勇,山形県,酒田市,山形県酒田市黒森葭葉山650
226,三十六人衆,さんじゅうろくにんしゅう,菊勇,山形県,酒田市,山形県酒田市黒森葭葉山650
222,清泉川,きよいずみがわ,オードヴィ庄内,山形県,酒田市,山形県酒田市浜中乙123
1155,占飲,しめのみ,オードヴィ庄内,山形県,酒田市,山形県酒田市浜中乙123
3871,ORBIA GAIA,,オードヴィ庄内,山形県,酒田市,山形県酒田市浜中乙123
3870,FONIA SORRA,,オードヴィ庄内,山形県,酒田市,山形県酒田市浜中乙123
3276,摩耶山,まやさん,東北銘醸,山形県,酒田市,山形県酒田市十里塚村東山125-3
228,初孫,はつまご,東北銘醸,山形県,酒田市,山形県酒田市十里塚村東山125-3
2771,砂潟,さかた,東北銘醸,山形県,酒田市,山形県酒田市十里塚村東山125-3
3407,白銀蔵王,はくぎんざおう,嵐山酒造,山形県,東置賜郡,山形県東置賜郡川西町上小松3182
2513,花娘,はなむすめ,嵐山酒造,山形県,東置賜郡,山形県東置賜郡川西町上小松3182
246,樽平,たるへい,樽平酒造,山形県,東置賜郡,山形県東置賜郡川西町中小松2886
248,雪むかえ,ゆきむかえ,樽平酒造,山形県,東置賜郡,山形県東置賜郡川西町中小松2886
247,住吉,すみよし,樽平酒造,山形県,東置賜郡,山形県東置賜郡川西町中小松2886
2526,福牡丹,ふくぼたん,福牡丹酒造,山形県,東置賜郡,山形県東置賜郡
1846,飯豊山,いいでさん,若乃井酒造,山形県,西置賜郡,山形県西置賜郡飯豊町中947-3
1845,若乃井,わかのい,若乃井酒造,山形県,西置賜郡,山形県西置賜郡飯豊町中947-3
2525,羽前桜川,うぜんさくらかわ,野沢酒造店,山形県,西置賜郡,山形県西置賜郡小国町小国小坂町213
2518,酒中楽康,しゅちゅうらっこう,後藤酒造店,山形県,東置賜郡,山形県東置賜郡高畠町糠野目1462
1099,辯天,べんてん,後藤酒造店,山形県,東置賜郡,山形県東置賜郡高畠町糠野目1462
220,あら玉,あらたま,和田酒造,山形県,西村山郡,山形県西村山郡河北町谷地甲17
3654,Salute 冴,さるーて さえ,和田酒造,山形県,西村山郡,山形県西村山郡河北町谷地甲17
1297,山吹極,やまぶき,朝日川酒造,山形県,西村山郡,山形県西村山郡河北町谷地乙93
69,朝日川,あさひかわ,朝日川酒造,山形県,西村山郡,山形県西村山郡河北町谷地乙93
1362,六歌仙,ろっかせん,六歌仙,山形県,東根市,山形県東根市温泉町3-17-7
3512,山法師,やまほうし,六歌仙,山形県,東根市,山形県東根市温泉町3-17-7
3513,ひととき,ひととき,六歌仙,山形県,東根市,山形県東根市温泉町3-17-7
3515,花ちよ,はなちよ,六歌仙,山形県,東根市,山形県東根市温泉町3-17-7
3514,手間暇,てまひま,六歌仙,山形県,東根市,山形県東根市温泉町3-17-7
2800,最上の夢,もがみのゆめ,佐藤酒造店,山形県,最上郡,山形県最上郡最上町大堀1026
3638,Nature-H,なちゅるふ,楯の川酒造,山形県,酒田市,山形県酒田市山楯清水田27
229,楯野川,,楯の川酒造,山形県,酒田市,山形県酒田市山楯清水田27
70,松嶺の富士,まつみねのふじ,松山酒造,山形県,酒田市,山形県酒田市荒町17
2527,天盃富士,てんぱいふじ,松山酒造,山形県,酒田市,山形県酒田市荒町17
234,やまと桜,やまとざくら,佐藤佐治右衛門,山形県,東田川郡,山形県東田川郡庄内町余目字町255
3081,侍士の門,さむらいのもん,鯉川酒造,山形県,東田川郡,山形県東田川郡庄内町余目興野42
3088,梅川,うめかわ,鯉川酒造,山形県,東田川郡,山形県東田川郡庄内町余目興野42
71,鯉川,こいかわ,鯉川酒造,山形県,東田川郡,山形県東田川郡庄内町余目興野42
3089,鯉ヶ龍,こいがりゅう,鯉川酒造,山形県,東田川郡,山形県東田川郡庄内町余目興野42
3086,恋の川,こいのかわ,鯉川酒造,山形県,東田川郡,山形県東田川郡庄内町余目興野42
3090,余目,あまるめ,鯉川酒造,山形県,東田川郡,山形県東田川郡庄内町余目興野42
3087,白凛,はくりん,鯉川酒造,山形県,東田川郡,山形県東田川郡庄内町余目興野42
3085,別嬪,べっぴん,鯉川酒造,山形県,東田川郡,山形県東田川郡庄内町余目興野42
3083,亀治好日,かめじこうじつ,鯉川酒造,山形県,東田川郡,山形県東田川郡庄内町余目興野42
3084,庄内の風,しょうないのかぜ,鯉川酒造,山形県,東田川郡,山形県東田川郡庄内町余目興野42
232,麓井,ふもとい,麓井酒造,山形県,酒田市,山形県酒田市麓字横道32
3315,遊佐来,ゆざこい,杉勇蕨岡酒造場,山形県,飽海郡,山形県飽海郡遊佐町上蕨岡御備田47-1
3317,鳥海探酔物語,ちょうかいたんすいものがたり,杉勇蕨岡酒造場,山形県,飽海郡,山形県飽海郡遊佐町上蕨岡御備田47-1
3316,はなわらび,はなわらび,杉勇蕨岡酒造場,山形県,飽海郡,山形県飽海郡遊佐町上蕨岡御備田47-1
227,杉勇,すぎいさみ,杉勇蕨岡酒造場,山形県,飽海郡,山形県飽海郡遊佐町上蕨岡御備田47-1
231,東北泉,とうほくいずみ,高橋酒造店,山形県,飽海郡,山形県飽海郡遊佐町吹浦一本木57
3885,AIZ’S-EYES,あいずあいず,會津アクティベートアソシエーション株式会社,福島県,https://aizuaa.thebase.in/,福島県https://aizuaa.thebase.in/
2843,おらが純米,おらがじゅんまい,金水晶酒造店,福島県,福島市,福島県福島市松川町本町29
1382,金水晶,きんすいしょう,金水晶酒造店,福島県,福島市,福島県福島市松川町本町29
2704,有の川,ありのかわ,有賀醸造,福島県,白河市,福島県白河市東釜子本町96
3484,やまぶき,やまぶき,有賀醸造,福島県,白河市,福島県白河市東釜子本町96
3486,霧の華,きりのはな,有賀醸造,福島県,白河市,福島県白河市東釜子本町96
3485,やまゆり,やまゆり,有賀醸造,福島県,白河市,福島県白河市東釜子本町96
3483,元祖,おおもと,有賀醸造,福島県,白河市,福島県白河市東釜子本町96
3487,生粋左馬,きっすいひだりうま,有賀醸造,福島県,白河市,福島県白河市東釜子本町96
3482,しらかわ虎,しらかわとら,有賀醸造,福島県,白河市,福島県白河市東釜子本町96
2705,陣屋,じんや,有賀醸造,福島県,白河市,福島県白河市東釜子本町96
418,千駒,せんこま,千駒酒造,福島県,白河市,福島県白河市年貢町15-1
417,白陽,はくよう,大谷忠吉本店,福島県,白河市,福島県白河市本町54
3488,しらかわ龍,しらかわりゅう,大谷忠吉本店,福島県,白河市,福島県白河市本町54
3432,登龍,とりゅう,大谷忠吉本店,福島県,白河市,福島県白河市本町54
2708,のんでみやがれ！,のんでみやがれ！,白河銘醸,福島県,西白河郡,福島県西白河郡西郷村小田倉中庄司4-2
2709,会津磐梯山,あいづばんだいさん,白河銘醸,福島県,西白河郡,福島県西白河郡西郷村小田倉中庄司4-2
2707,地水火風人,ちすいかふうじん,白河銘醸,福島県,西白河郡,福島県西白河郡西郷村小田倉中庄司4-2
2706,谷乃越,たにのこし,白河銘醸,福島県,西白河郡,福島県西白河郡西郷村小田倉中庄司4-2
1925,寿々乃井,すゞのい,寿々乃井酒造店,福島県,岩瀬郡,福島県岩瀬郡天栄村牧之内矢中1
1927,天栄山,てんえいざん,寿々乃井酒造店,福島県,岩瀬郡,福島県岩瀬郡天栄村牧之内矢中1
1381,寿月,じゅげつ,寿々乃井酒造店,福島県,岩瀬郡,福島県岩瀬郡天栄村牧之内矢中1
1926,羽鳥郷,はとりごう,寿々乃井酒造店,福島県,岩瀬郡,福島県岩瀬郡天栄村牧之内矢中1
3481,石背,いわせ,松崎酒造店,福島県,岩瀬郡,福島県岩瀬郡天栄村下松本要谷47-1
2703,廣戸川,,松崎酒造店,福島県,岩瀬郡,福島県岩瀬郡天栄村下松本要谷47-1
79,笹の川,ささのかわ,笹の川酒造,福島県,郡山市,福島県郡山市笹川1-178
3480,夜の森桜,よのもりさくら,笹の川酒造,福島県,郡山市,福島県郡山市笹川1-178
3759,ありがとう県警,ありがとうけんけい,笹の川酒造,福島県,郡山市,福島県郡山市笹川1-178
3307,風雲剣鬼伝 髑髏玄四郎,どくろげんしろう,渡辺酒造本店,福島県,郡山市,福島県郡山市西田町三町目桜内10
387,雪小町,ゆきこまち,渡辺酒造本店,福島県,郡山市,福島県郡山市西田町三町目桜内10
2068,穏,おだやか,仁井田本家,福島県,郡山市,福島県郡山市田村町金沢高屋敷139
78,自然酒,しぜんしゅ,仁井田本家,福島県,郡山市,福島県郡山市田村町金沢高屋敷139
2702,田村,たむら,仁井田本家,福島県,郡山市,福島県郡山市田村町金沢高屋敷139
3501,金寶,きんぽう,仁井田本家,福島県,郡山市,福島県郡山市田村町金沢高屋敷139
2989,泉山,いずみやま,小泉合名,福島県,田村郡,福島県田村郡小野町小野新町本町8
2988,清川,きよかわ,秋元酒造店,福島県,田村郡,福島県田村郡
388,あぶくま,あぶくま,玄葉本店,福島県,田村市,福島県田村市船引町船引北町通41
3801,小沢の桜,おざわのさくら,玄葉本店,福島県,田村市,福島県田村市船引町船引北町通41
3408,奥州鶴,おうしゅうつる,玄葉本店,福島県,田村市,福島県田村市船引町船引北町通41
86,南郷,なんごう,藤井酒造店,福島県,東白川郡,福島県東白川郡矢祭町戸塚41
2775,神代からの酒,かみよからのさけ,家満寿美,福島県,東白川郡,福島県東白川郡塙町植田坂ノ下15
2776,松美と里,まつみとり,家満寿美,福島県,東白川郡,福島県東白川郡塙町植田坂ノ下15
420,福賑栄,ふくにぎわい,藤田屋本店,福島県,東白川郡,福島県東白川郡
1271,三春駒,みはるこま,佐藤酒造,福島県,田村郡,福島県田村郡三春町中町67
3554,傳,でん,佐藤酒造,福島県,田村郡,福島県田村郡三春町中町67
3640,滝桜,,佐藤酒造,福島県,田村郡,福島県田村郡三春町中町67
3641,愛姫,めごひめ,佐藤酒造,福島県,田村郡,福島県田村郡三春町中町67
2701,藤乃井,ふじのい,佐藤酒造店,福島県,郡山市,福島県郡山市富久山町久保田5
1673,ひらた,ひらた,若清水酒造,福島県,石川郡,福島県石川郡平田村北方寺屋敷18
1674,三十人酒,,若清水酒造,福島県,石川郡,福島県石川郡平田村北方寺屋敷18
1642,若清水,わかしみず,若清水酒造,福島県,石川郡,福島県石川郡平田村北方寺屋敷18
3923,超,ちょう,豊国酒造,福島県,石川郡,福島県石川郡古殿町竹貫114
423,東豊国,あずまとよくに,豊国酒造,福島県,石川郡,福島県石川郡古殿町竹貫114
1971,一歩己,いぶき,豊国酒造,福島県,石川郡,福島県石川郡古殿町竹貫114
386,さかみずき,さかみずき,若関酒造,福島県,郡山市,福島県郡山市久留米2-98
385,若関,わかぜき,若関酒造,福島県,郡山市,福島県郡山市久留米2-98
1412,人気一,にんきいち,人気酒造,福島県,二本松市,福島県二本松市山田470
382,奥の松,おくのまつ,奥の松酒造,福島県,二本松市,福島県二本松市長命69
3827,遊佐,ゆさ,奥の松酒造,福島県,二本松市,福島県二本松市長命69
381,大七,だいしち,大七酒造,福島県,二本松市,福島県二本松市竹田1-66
1229,千功成,せんこうなり,檜物屋酒造店,福島県,二本松市,福島県二本松市松岡173
3503,奥州安達ヶ原,おうしゅうあだちがはら,檜物屋酒造店,福島県,二本松市,福島県二本松市松岡173
383,あだたら菊水,あだたらあきくすい,大内酒造,福島県,二本松市,福島県二本松市
401,会州一,,山口合名,福島県,会津若松市,福島県会津若松市相生町7-17
3129,儀兵衛,ぎへい,山口合名,福島県,会津若松市,福島県会津若松市相生町7-17
399,東山,ひがしやま,東山酒造,福島県,会津若松市,福島県会津若松市
398,古典写楽,,東山酒造,福島県,会津若松市,福島県会津若松市
394,天香,てんこう,柏木酒造店,福島県,会津若松市,福島県会津若松市
1311,京の華,きょうのはな,辰泉酒造,福島県,会津若松市,福島県会津若松市上町5-26
2992,鶴ヶ城,つるがじょう,辰泉酒造,福島県,会津若松市,福島県会津若松市上町5-26
1312,辰泉,たついずみ,辰泉酒造,福島県,会津若松市,福島県会津若松市上町5-26
1349,成志,せいし,辰泉酒造,福島県,会津若松市,福島県会津若松市上町5-26
1313,会津流,あいづながれ,辰泉酒造,福島県,会津若松市,福島県会津若松市上町5-26
1158,ゆり,ゆり,鶴乃江酒造,福島県,会津若松市,福島県会津若松市七日町2-46
396,会津中将,あいづちゅうじょう,鶴乃江酒造,福島県,会津若松市,福島県会津若松市七日町2-46
3663,鶴乃江,つるのえ,鶴乃江酒造,福島県,会津若松市,福島県会津若松市七日町2-46
1770,永寶屋,えいほうや,鶴乃江酒造,福島県,会津若松市,福島県会津若松市七日町2-46
402,花春,はなはる,花春酒造,福島県,会津若松市,福島県会津若松市神指町中四合小見前24-1
81,名倉山,なぐらやま,名倉山酒造,福島県,会津若松市,福島県会津若松市千石町2-46
80,会津娘,あいづむすめ,高橋庄作酒造店,福島県,会津若松市,福島県会津若松市門田町一ノ堰村東755
2714,薫鷹,くんたか,石橋酒造場,福島県,会津若松市,福島県会津若松市御旗町3-18
2715,会津灘,あいづなだ,石橋酒造場,福島県,会津若松市,福島県会津若松市御旗町3-18
397,末廣,すえひろ,末廣酒造,福島県,会津若松市,福島県会津若松市日新町12-38
2902,壺中春,こちゅうしゅん,末廣酒造,福島県,会津若松市,福島県会津若松市日新町12-38
3074,染井櫻,,末廣酒造,福島県,会津若松市,福島県会津若松市日新町12-38
395,春高楼,はるこうろう,末廣酒造,福島県,会津若松市,福島県会津若松市日新町12-38
400,会津宮泉,あいづみやいずみ,宮泉銘醸,福島県,会津若松市,福島県会津若松市東栄町8-7
1804,寫楽,,宮泉銘醸,福島県,会津若松市,福島県会津若松市東栄町8-7
1262,奈良萬,ならまん,夢心酒造,福島県,喜多方市,福島県喜多方市北町2932
415,夢心,ゆめごころ,夢心酒造,福島県,喜多方市,福島県喜多方市北町2932
83,蔵粋,くらしっく,小原酒造,福島県,喜多方市,福島県喜多方市南町2846
3670,漢字のまち喜多方,かんじのまちきたかた,小原酒造,福島県,喜多方市,福島県喜多方市南町2846
2824,国光,,小原酒造,福島県,喜多方市,福島県喜多方市南町2846
3671,喜多方ラーメン酒,きたかたらーめん,小原酒造,福島県,喜多方市,福島県喜多方市南町2846
3496,大和屋善内,やまとやぜんない,峰の雪酒造場,福島県,喜多方市,福島県喜多方市桜ガ丘1-17
3497,清川,きよかわ,峰の雪酒造場,福島県,喜多方市,福島県喜多方市桜ガ丘1-17
413,峰の雪,みねのゆき,峰の雪酒造場,福島県,喜多方市,福島県喜多方市桜ガ丘1-17
414,蔵,くら,峰の雪酒造場,福島県,喜多方市,福島県喜多方市桜ガ丘1-17
85,会津清川,あいづきよかわ,清川商店,福島県,喜多方市,福島県喜多方市2-4659
2710,吉の川,,吉の川酒造店,福島県,喜多方市,福島県喜多方市1-4635
1667,夢酔月,ゆめすいげつ,大和川酒造店,福島県,喜多方市,福島県喜多方市寺町4761
1666,大和川,やまとがわ,大和川酒造店,福島県,喜多方市,福島県喜多方市寺町4761
3674,佳き酔 歌磐梯,よきよい うたばんだい,大和川酒造店,福島県,喜多方市,福島県喜多方市寺町4761
1208,弥右衛門,やうえもん,大和川酒造店,福島県,喜多方市,福島県喜多方市寺町4761
3778,野恩,やおん,大和川酒造店,福島県,喜多方市,福島県喜多方市寺町4761
3777,彌右衛門,やうえもん,大和川酒造店,福島県,喜多方市,福島県喜多方市寺町4761
3779,奥州岩代,おうしゅういわしろ,大和川酒造店,福島県,喜多方市,福島県喜多方市寺町4761
3780,身土不二,しんどふに,大和川酒造店,福島県,喜多方市,福島県喜多方市寺町4761
84,喜多の華,きたのはな,喜多の華酒造場,福島県,喜多方市,福島県喜多方市前田4924
411,蔵太鼓,くらだいこ,喜多の華酒造場,福島県,喜多方市,福島県喜多方市前田4924
1164,星自慢,ほしじまん,喜多の華酒造場,福島県,喜多方市,福島県喜多方市前田4924
2735,金澤屋,かなざわや,喜多の華酒造場,福島県,喜多方市,福島県喜多方市前田4924
2805,雲嶺庵,うんれいあん,ほまれ酒造,福島県,喜多方市,福島県喜多方市松山町村松常盤町2706
3499,ライフプレミアム,らいふぷれみあむ,ほまれ酒造,福島県,喜多方市,福島県喜多方市松山町村松常盤町2706
416,会津ほまれ,あいづほまれ,ほまれ酒造,福島県,喜多方市,福島県喜多方市松山町村松常盤町2706
3353,からはし,からはし,ほまれ酒造,福島県,喜多方市,福島県喜多方市松山町村松常盤町2706
2806,香久山,かぐやま,香久山,福島県,喜多方市,福島県喜多方市松山町村松字常盤町2698
2711,笹正宗,ささまさむね,笹正宗酒造,福島県,喜多方市,福島県喜多方市上三宮町上三宮籬山675
391,国権,こっけん,国権酒造,福島県,南会津郡,福島県南会津郡南会津町田島上町甲4037
1292,山王丸,さんのうまる,開当男山酒造,福島県,南会津郡,福島県南会津郡南会津町中荒井久宝居785
2716,久宝居,くぼい,開当男山酒造,福島県,南会津郡,福島県南会津郡南会津町中荒井久宝居785
390,開当男山,かいとうおとこやま,開当男山酒造,福島県,南会津郡,福島県南会津郡南会津町中荒井久宝居785
3673,会津時間,あいづじかん,会津酒造,福島県,南会津郡,福島県南会津郡南会津町永田穴沢603
2811,山の井,やまのい,会津酒造,福島県,南会津郡,福島県南会津郡南会津町永田穴沢603
389,金紋会津,きんもんあいづ,会津酒造,福島県,南会津郡,福島県南会津郡南会津町永田穴沢603
1221,花泉,はないずみ,花泉酒造,福島県,南会津郡,福島県南会津郡南会津町界中田646-1
1618,ロ万,ろまん,花泉酒造,福島県,南会津郡,福島県南会津郡南会津町界中田646-1
2211,だぢゅー,だぢゅー,花泉酒造,福島県,南会津郡,福島県南会津郡南会津町界中田646-1
3865,楽器正宗,がっきまさむね,大木代吉本店,福島県,西白河郡,福島県西白河郡矢吹町本町9
3489,愛郷の輝き,あいきょうのかがやき,大木代吉本店,福島県,西白河郡,福島県西白河郡矢吹町本町9
422,自然郷さわやか,しぜんごうさわやか,大木代吉本店,福島県,西白河郡,福島県西白河郡矢吹町本町9
421,自然郷,しぜんごう,大木代吉本店,福島県,西白河郡,福島県西白河郡矢吹町本町9
2722,清鏡,きよかがみ,清鏡酒造,福島県,岩瀬郡,福島県岩瀬郡鏡石町鏡沼238
1226,大天狗,だいてんぐ,大天狗酒造,福島県,本宮市,福島県本宮市本宮九縄18
2700,奥州二本松,おうしゅうにほんまつ,大天狗酒造,福島県,本宮市,福島県本宮市本宮九縄18
2699,もとみや,もとみや,大天狗酒造,福島県,本宮市,福島県本宮市本宮九縄18
3502,智恵子,ちえこ,大天狗酒造,福島県,本宮市,福島県本宮市本宮九縄18
1705,七重郎,しちじゅうろう,稲川酒造店,福島県,耶麻郡,福島県耶麻郡猪苗代町新町4916
